textId,index,content
i_fa9ee19789cf,102,お母さんはおいくつですか。
i_208d393bbf67,102,52歳です。
i_3973e185f848,102,小野さん，これ，どうぞ。
i_a28cb7119b78,102,えっ，何ですか。
i_591b41ed4b14,102,お土産です。
i_27e927d208d9,102,わあ，シルクのハンカチですか。
i_1cec1bfdc6c1,102,ええ。スワトウのハンカチです。中国の名産品です。
i_bb20f2a8e3c6,102,どうもありがとうございます。
i_f1fb0376fb3a,103,ここはデパートです。
i_386c5a4e9621,103,食堂はデパートの七階です。
i_654d25b2b486,103,あそこもJC企画のビルです。
i_ae21299ea0c7,103,かばん売り場は一階ですか，二階ですか。
i_0fa1d0b32f17,103,トイレはどこですか。
i_ee4584b664f8,103,あちらです。
i_9d03a564e67a,103,ここは郵便局ですか，銀行ですか。
i_d1bf5441ecbc,103,銀行です。
i_05d6865a2935,103,これはいくらですか。
i_68449a6fc974,103,それは五千八百円です。
i_f08e4f427a77,103,あれは？
i_d998e3728a0f,103,あれも五千八百円です。
i_f1a813270a88,103,ここはコンビニです。隣は喫茶店です。
i_dc1fe0c54dad,103,あの建物はホテルですか、マンションですか。
i_2a5c47f53d0f,103,あそこはマンションです。
i_ebe5f33182e2,103,あの建物は何ですか。
i_c0d6c4702a39,103,あそこもマンションです。
i_4f8996bb2069,103,マンションの隣は？
i_b063fdcd342e,103,マンションの隣は病院です。
i_734b3abe290b,103,本屋はどこですか。
i_8535dfedd7f3,103,そこです。そのビルの二階です。
i_5fa33b79836f,103,あのう，東京の地図はどこですか。
i_cec9276936b6,103,地図ですか。そちらです。
i_d7cacf24330d,103,いくらですか。
i_969d2dd368fd,103,五百円です。
i_c381709e551e,104,部屋に机といすがあります。
i_142f6b7de825,104,机の上に猫がいます。
i_9434ce12ae08,104,売店は駅の外にあります。
i_34f4d440b164,104,吉田さんは庭にいます。
i_eea5e9c14f8d,104,その箱の中に何がありますか。
i_793472218107,104,時計と眼鏡があります。
i_3f1f8e3d6a13,104,部屋に誰がいますか。
i_8062bdc2c613,104,誰もいません。
i_f5ed4afe6cf3,104,小野さんの家はどこにありますか
i_73d2fa482b63,104,横浜にあります。
i_4bc09ede557e,104,あそこに犬がいますね。
i_644f65a5b25a,104,ええ，わたしの犬です。
i_6cf1697bd4d0,104,小野さん，会社はどこにありますか。
i_4cc4e9596566,104,ええと，ここです。
i_eaa9dd16b3d0,104,近くに駅がありますか。
i_1a7bbeedd0d0,104,ええ。JRと地下鉄の駅があります。JRの駅はここです。
i_ecf50d10f4f0,104,地下鉄の駅はここですね。
i_2bac38eb9c58,104,ええ，そうです。JRの駅の隣に地下鉄の駅があります。
i_a7f463b3241e,104,小野さんの家はどちらですか。
i_b823d5c7b4c6,104,私の家は横浜です。
i_3cd0af984425,104,ご家族も横浜ですか。
i_75689f7e80d3,104,いいえ，私は一人暮らしです。
i_ffc06535ac5c,104,ご両親はどちらですか。
i_617540e7c0cd,104,両親は名古屋にいます。
i_adcb065b35a2,104,ご兄弟は？
i_98886b2abd75,104,大阪に妹がいます。
i_7760dfe12858,105,今四時です。
i_e83875d515a2,105,森さんは七時に起きます。
i_a4f660a25040,105,森さんは先週休みました。
i_567a286ab1e8,105,私は昨日働きませんでした。
i_4e973cda09ca,105,毎日，何時に寝ますか。
i_a035baae34c0,105,十一時三十分に寝ます。
i_fa4a29745b5f,105,昨日，何時から何時まで働きましたか。
i_12478549af7d,105,九時から六時まで働きました。
i_7a52b2c33a79,105,先週休みましたか。
i_7fb167aa0e25,105,いいえ，休みませんでした。
i_97c30d19dae9,105,試験はいつ始まりますか。
i_c5a0b470b898,105,来週の木曜日です。
i_a29221cf7cd5,105,小野さん，李さんの歓迎会はいつですか。
i_54f9e90ab042,105,あさっての夜です。
i_996bf29de297,105,何時からですか。
i_08592bc791ab,105,六時からです。
i_3066617d0d2d,105,森君，おはよう。今何時ですか。
i_e1dfdaa2bc2e,105,十時十五分です。
i_09d329add670,105,遅刻ですね。
i_f04aebc4b9f8,105,すみません，課長。今朝九時に起きました。
i_396fc3c493c0,105,森さんは毎朝何時に起きますか。
i_15a9f2bf95dd,105,いつもは七時ごろです。李さんは？
i_aec40916620b,105,私は6時ごろです。
i_17994e50d1fd,105,北京支社は何時に始まりますか。
i_9abfc93dab1c,105,八時です。午前八時から午後五時まで働きます。
i_fb6b77968deb,105,土曜日は？
i_397b5709d63d,105,土曜日は働きません。土曜日と日曜日は休みです。
i_29a832a28a29,106,吉田さんは来月中国へ行きます。
i_75014e3620f3,106,李さんは先月北京から来ました。
i_d3875ce7f7b2,106,小野さんは友達と帰りました。
i_1dc78297b03e,106,森さんは東京から広島まで新幹線で行きます。
i_b185c3b22166,106,いつアメリカへ行きますか。
i_0cc0cee51389,106,十月に行きます。
i_6d3562090eaf,106,駅へ何で行きますか。
i_1ddb6aed956f,106,自転車で行きます。
i_4cc9375f87d7,106,誰と美術館へ行きますか。
i_f144c3fb2546,106,友達と行きます。
i_1b529d097ac1,106,大阪から上海まで飛行機で行きますか。
i_7d5725d97fab,106,いいえ，フェリーで行きます。
i_d9406fc759e4,106,李さん，昨日は何時にアパートへ帰りましたか。
i_a162b5c0cf9a,106,ええと，たしか十一時半ごろです。
i_08c290a15801,106,何で帰りましたか。タクシーですか。
i_e06420fd8bcd,106,電車です。渋谷まで電車で行きました。駅からアパートまで歩いて帰りました。
i_6cbde7d62719,106,小野さんは？
i_de2d28961f3d,106,私も電車です。駅からはタクシーでうちへ帰りました。
i_ac55711f11a8,106,何時に帰りましたか。
i_3a6846e51e4d,106,十二時ごろです。
i_60dfc4768a25,106,森さん，ゆうべはまっすぐ帰りましたか。
i_86d8daf583ad,106,いいえ，課長と一緒に銀座へ行きました。
i_8f2ec93941d3,106,えっ，銀座ですか？
i_85342daab91a,106,何時にうちへ帰りましたか。
i_fb7209f4b988,106,夜中の二時です。
i_769bd976260e,106,二時ですか。それはお疲れ様でした。
i_c9a2c7739ce8,107,李さんは毎日コーヒーを飲みます。
i_29b67bf0dcb6,107,李さんは図書館で勉強します。
i_03a0a46cd83e,107,私は毎朝パンかお粥を食べます。
i_b499990f92f1,107,コーラとケーキをください。
i_e5373cea94b2,107,李さん，今朝うちで新聞を読みましたか。
i_a2f20e056cbb,107,いいえ，読みませんでした。
i_e65bcf2c202f,107,今朝何を食べましたか。
i_078506163b1a,107,何も食べませんでした。
i_89d1bed15ace,107,吉田さん，日曜日何をしますか。
i_b8cb58c2aece,107,テニスかジョギングをします。
i_b1b893f2ad24,107,いらっしゃいませ。
i_434b4ee47670,107,このノートと鉛筆をください。
i_7786587f03a0,107,李さん，これから昼ご飯ですか。
i_3f5df79a3399,107,はい，小野さんと一緒に行きます。
i_34dfc9a30859,107,課長は？
i_df28b20787e3,107,コンビニでお弁当とお茶を買いました。
i_3a5834b877e0,107,いつもコンビニですか。
i_cc4e6c6dd08f,107,いいえ。いつもはそば屋でそばかうどんを食べます。
i_05ff9c283ed7,107,そうですか。
i_c0533f532fb8,107,李さん，今日はそば屋へ行きますか。
i_e2b35c032413,107,そうですね。
i_15c1f08d50f5,107,じゃあ，課長，失礼します。
i_6e16b69a1b03,107,いってらっしゃい。
i_f7932c03e18b,107,いらっしゃいませ。
i_cdc3a33a2ed9,107,すみません，親子丼をください。李さんは？
i_07ae7c66de8b,107,私もそれをください。
i_93334d9f55c9,107,かしこまりました。
i_dccadb9644f5,108,李さんは日本語で手紙を書きます。
i_37557ade30a1,108,わたしは小野さんにお土産をあげます。
i_99557d958e09,108,わたしは小野さんに辞書をもらいました。
i_ee6f0579010d,108,李さんは明日長島さんに会います。
i_419b2246ac3b,108,昨日，母に誕生日のプレゼントを送りました。
i_25d9d8f6162b,108,何で送りましたか。
i_4d72318998aa,108,航空便で送りました。
i_8bb5dbcbb2d6,108,その映画のチケットを誰にあげますか。
i_6b44b0fc2c11,108,李さんにあげます。
i_a04517261817,108,だれにそのパンフレットをもらいましたか。
i_6b4638f672f0,108,長島さんにもらいました。
i_b0cc89ab64f8,108,すみません，李さんはいますか。
i_613f8d6e72cf,108,もう帰りましたよ。
i_9530b6439b69,108,さっき長島さんに電話をもらいました。
i_2a968e8fe1f0,108,スケジュール表の件ですか。
i_74f1885c6d0a,108,はい。
i_8c64ada70f4e,108,もうファックスで送りましたよ。
i_a54185a8368a,108,いつですか。
i_dd2cce845106,108,昨日の夕方です。もう一度送りますか。
i_c5712a408dae,108,ええ，お願いします。わたしはメールで送ります。
i_9becabad6677,108,分かりました。
i_fb481446df64,108,李さん、たった今長島さんにメールをもらいました。
i_430de4e3dc90,108,ファックスは届きましたか。
i_d7cf7b05d7f7,108,ええ，ファックスもメールも届きましたよ。
i_6390e577fc71,108,そうですか。よかったです。
i_62fa85b2b4fd,108,李さん，これ，どうぞ。箱根の写真集です。前に長島さんにもらいました。
i_604110f5cc34,108,ありがとうございます。
i_4bbb3ce7330c,109,四川料理は辛いです。
i_14d4a14eca1e,109,このスープは余り熱くないです。
i_710ea61b2c80,109,旅行はとても楽しかったです。
i_99f0b4bcbf4c,109,中国は広い国です。
i_53b353b19cce,109,天気はよかったですか。
i_a018fe5ca559,109,いいえ，余りよくなかったです。
i_9a0882873475,109,天安門へ行きましたか。
i_81dc182dfc01,109,はい。とても大きい建物ですね。
i_806b59d8c7f5,109,万里の長城は北京から遠いですか。
i_fcd064d987e6,109,いいえ，余り遠くないです。
i_0f26a465f232,109,北京ダックは食べましたか。
i_612d9de72bc6,109,はい，食べました。とてもおいしかったですよ。
i_8e6c385b7b96,109,小野さん，この浴衣はちょっと小さいです。
i_db63730534ca,109,あら，それは子供用ですよ。これをどうぞ。
i_1c87d968145d,109,それは丁度いいです。
i_108ed8459ac6,109,李さん，熱くないですか。
i_317b305e75e7,109,いいえ，丁度いいです。とても気持ちがいいですね。
i_366bd6c3ffa2,109,小野さん，素晴らしい眺めですね。
i_f1826c878238,109,ええ，本当に。
i_f2f3888b9796,109,小野さん，それは何ですか。
i_8f2cc93a7d7c,109,ああ，これは温泉のお湯です。李さんも飲みますか。
i_dd2f1f3eb24a,109,ええ。余りおいしくないですね。
i_eb25ca83eb10,110,京都の紅葉は有名です。
i_73efde9fc6ab,110,この通りは賑やかではありません。
i_f9a208525142,110,奈良は静かな町です。
i_f10c3d5e63bb,110,昨日は日曜日でした。
i_4bec3afebfd1,110,どんなお土産を買いましたか。
i_d06512dd07e4,110,綺麗な人形を買いました。
i_194a5e953b14,110,京都はどうでしたか。
i_d61ffe202af8,110,とても綺麗でした。でも，静かではありませんでした。
i_66e8f284156e,110,横浜はどんな町ですか。
i_b227fe3e336c,110,大きい町です。そして，賑やかな町です。
i_672bd654dfb5,110,東京の天気はどうでしたか。
i_dd14dc8299f2,110,昨日は晴れでした。でも，おとといは雨でした。
i_bc5051ad6522,110,昨日京都へ行きました。
i_fe8c70d990e5,110,京都ですか。京都の紅葉はどうでしたか。
i_7b05e81a44e6,110,とても綺麗でした。でも，町は余り静かじゃありませんでした。
i_5091030a5f11,110,えっ？
i_db3646e679e9,110,今丁度修学旅行のシーズンです。とても賑やかでした。
i_4752f2ce4866,110,この通りは静かですね。
i_5ce5221600c4,110,ああ，今日は平日ですね。でも，休みの日は観光客が多いです。とても賑やかですよ。
i_4a1c54b0ee5e,110,そうですか。
i_e75b73e1d54b,110,あれえ，だれもいませんね。
i_a4fafc003faf,110,そうですね。
i_77e7fe4ba20f,110,ところで，この美術館にはどんな作品がありますか。
i_3b8735643c13,110,世界中の有名な作家の彫刻です。
i_87d23eb18e8d,110,美術館の庭にも色々面白いのがありますよ。
i_c7a082604edc,111,小野さんは歌が好きです。
i_dfb4fc6d443d,111,スミスさんは韓国語が分かります。
i_1fb9a90f5752,111,吉田さんは時々中国や韓国へ行きます。
i_62adc813c664,111,森さんはお酒が好きですから。毎日飲みます。
i_82ee24d7edd7,111,吉田さんは料理ができますか。
i_c459c7190975,111,いいえ，全然できません。
i_9b5cddd22a7d,111,どんな音楽が好きですか。
i_c5c462287609,111,ロックやポップスなどが好きです。
i_e4113166609a,111,長島さん，スペイン語が分かりますか。
i_e0e92271fd5f,111,ええ，大学で習いましたから，少し分かります。
i_65d3e4549733,111,小野さん，よく音楽を聞きますか。
i_611610e0f5a8,111,ええ，家でCDをよく聞きます。そして，たまにコンサートへ行きます。
i_70368ceee6cd,111,箱根はホテルや旅館が多いですね。
i_81a0abe2d477,111,そうですね。会社の別荘もたくさんあります。
i_3bbb383a1537,111,長島さんや小野さんもよく来ますか。
i_2bbce042eac2,111,ええ，車で時々来ます。
i_c9cb29e8eba3,111,わたしは運転ができませんから，いつも電車です。
i_28e70425dc7f,111,ぼくは来月また来ますよ。
i_29059ea2945d,111,どうしてですか。
i_7b4aa05ba554,111,この近くのホテルで友達の写真展がありますから。
i_ed44d41d0c97,111,箱根のお土産は何がいいですか。
i_b9658111db3f,111,うーん，そうですね…，迷いますね。
i_fcf8e5bf997d,111,寄木細工はいかがですか。とても有名ですよ。
i_a021a7791d6a,111,綺麗な模様ですね。
i_81c21b1a8888,111,ええ。
i_8c4b4c2819de,111,気に入りましたか。
i_b5a766ff55f7,111,はい，とても。
i_cc1e5624231e,112,李さんは森さんより若いです。
i_3d0f8fe883bc,112,日本より中国のほうが広いです。
i_b7b7b57473b2,112,神戸は大阪ほど賑やかではありません。
i_beda96d8783e,112,スポーツの中でサッカーがいちばん面白いです。
i_59c15ff9b55c,112,北京は東京より寒いですか。
i_dedd3e33fd2f,112,ええ，冬の北京は東京よりずっと寒いです。
i_33068aa650e9,112,日本語と英語とどちらが難しいですか。
i_4ca16a6965e2,112,日本語のほうが難しいです。
i_862a1990a84d,112,森さんはテニスが上手ですね。
i_07e933b4409e,112,いいえ，長島さんほど上手ではありません。
i_c512c881e225,112,季節の中でいつがいちばん好きですか。
i_500637b482a0,112,私は春がいちばん好きです。
i_7ae336c90a0b,112,長島さんはよくお酒を飲みますか。
i_5b66f901c543,112,ええ。お酒は大好きですから，毎晩飲みますよ。
i_a1544a0265ed,112,ビールと日本酒と，どちらが好きですか。
i_1f5891c0d050,112,どちらも好きです。でも焼酎がいちばん好きです。
i_012f1f8221d1,112,焼酎は最近人気がありますね。
i_e37dc183b03e,112,小野さんは焼酎が好きですか。
i_a35b8c89b4e0,112,いいえ。わたしは焼酎よりワインのほうがいいです。でもビールもよく飲みますよ。
i_8a319be35d69,112,中国はお茶の種類が多いですね。
i_30334ba487d4,112,ええ。ウーロン茶，ジャスミン茶，緑茶など，たくさんあります。
i_9acd7f561a50,112,どのお茶がいちばん人気がありますか。
i_e08abedbe342,112,やっぱりウーロン茶です。
i_59b3ea162911,112,李さんもよく飲みますか。
i_023d1a6d9569,112,ええ。毎日ウーロン茶かジャスミン茶を飲みます。
i_ae29c53f809f,112,どちらがおいしいですか。
i_c7e9fc6ef39e,112,どちらもおいしいですよ。わたしはジャスミン茶のほうが好きですが…
i_202555b366e5,113,机の上に本が三冊あります。
i_3a40a627f452,113,李さんは毎日七時間働きます。
i_342cbea4f1e9,113,李さんは一週間に二回プールへ行きます。
i_cca271461ad7,113,午後郵便局へ荷物を出しに行きます。
i_9c37a056473e,113,すみません，はがきを五枚ください。
i_594dc0eb95be,113,はい。五枚で二百五十円です。
i_4855ce5cb256,113,よく映画を見ますか。
i_796362dc43a2,113,ええ，一か月に二回ぐらい見ます。
i_a0cbd3ed282d,113,家から会社までどのぐらいかかりますか。
i_6627f804dd5d,113,電車で一時間ぐらいかかります。
i_01b98c7de79e,113,昨日何をしましたか。
i_82792b793888,113,新宿へ映画を見に行きました。
i_6651f9a7fdd9,113,これから森さんと近くのお店へ飲みに行きます。李さんも一緒にどうですか。
i_f574339d753d,113,えっ，いいですか。お願いします。
i_7aa7165f1e6a,113,森さんたちはこのお店へよく来ますか。
i_6cdbc5c0a93c,113,ええ，ぼくは週に二回ぐらい来ます。
i_5090284c5231,113,わたしもよく来ます。
i_219057792a79,113,あのう，すみません。とりあえず生ビールを三つお願いします。
i_8a362e6bd74b,113,生ビールが1杯300円ですか。
i_919547df0781,113,ここはお酒も食べ物も安いです。焼き鳥は五本で400円ですからね。
i_3acd515bd890,113,唐揚げや肉じゃがは1皿350円です。
i_faec7ae79a1e,113,ほかのお店はいくらぐらいですか。
i_aaa605051577,113,生ビールはだいたい一杯400円か450円ですね。
i_4ba4b85ff3df,113,焼き鳥は一本150円ぐらいですよ。
i_cd622c6549f0,113,じゃあ，ここは安いですね。
i_82ffd9bfb7ae,114,昨日デパートへいって買い物しました。
i_6956df61ed76,114,李さんは毎晩ラジオを聞いてから寝ます。
i_bcf722af376f,114,ここに住所と名前を書いてください。
i_8f8734d1bb44,114,李さんは毎朝七時に家を出ます。
i_51550ff6beba,114,今日の午後は何をしますか。
i_19974aff4703,114,図書館へ行って，勉強をします。それから家へ帰って，手紙を書きます。
i_061135f4af84,114,いつ出かけますか。
i_b49e8ef2f739,114,昼ご飯を食べてから出かけます。
i_3db675724b75,114,すみません，この荷物を中国へ送ってください。
i_733e8e79b34f,114,船便ですか，航空便ですか。
i_1f95076cbb1a,114,船便でお願いします。
i_2f12f38e57d3,114,このバスは駅前を通りますか。
i_887683f8db65,114,はい，通ります。
i_0aa00b4509bc,114,吉田課長，原稿ができました。
i_47ab1f742e94,114,箱根の記事ですね。ちょっと見せてください。
i_ab4a20d4e4c3,114,中々いいですね。いつ書きましたか。
i_a0f3ea6e8d41,114,昨日会社でメモを整理して，小野さんに見せました。そして，アパートへ帰ってから書きました。
i_845a6e139bc0,114,そうですか。大変でしたね。写真もできましたか。
i_7afa2722e5c6,114,はい。これから長島さんの事務所へ行って，写真を選びます。
i_9ac08d1de9bd,114,そうですか。
i_759123d1c52d,114,後で写真も見てくださいませんか。
i_07eec75bdd0f,114,李さん，もう会社を出ますか。
i_3ff84a6652ad,114,はい。銀行でお金を下ろしてから行きます。
i_8abcf90b07d1,114,じゃあ，郵便局の近くを通りますね。すみませんが，この手紙を出してください。
i_cce2c803ba59,114,はい。速達で出しますか。
i_0caabdc3a86a,114,ええ，そうしてください。
i_2a1128d6dbd9,115,小野さんは今新聞を読んでいます。
i_b254e66448b7,115,ここで写真を撮ってもいいですか。
i_42920be8d5ca,115,飛行機の中でタバコを吸ってはいけません。
i_694737206efd,115,日曜日，小野さんは公園でボートに乗りました。
i_60101328648c,115,もしもし，森さん？今どこですか。
i_69093a93e416,115,今市役所の前を歩いています。
i_9b490fa4f641,115,すみません。この辞書を借りてもいいですか。
i_831005083ed7,115,いえ，ちょっと．．．。今使っています。
i_fdbbfa236c7f,115,すみません。ここに座ってもいいですか。
i_7153519da700,115,ええ，どうぞ
i_c891d5c9577d,115,あっ，ここで携帯電話を使ってはいけませんよ。
i_9ede8cd49d46,115,すみません。これから気をつけます。
i_d130fc366384,115,もしもし，小野です。どうしました？
i_cc1a6af14e77,115,ちょっと熱があります。今日会社を休んでもいいですか。
i_d8840870cd70,115,ええ，もちろんです。余り無理をしてはいけませんよ。
i_663ca5ebed4b,115,はい，分かりました。あのう，吉田課長は？
i_1a4f3e8426db,115,今会議室で打ち合わせをしています。後で伝えます。
i_8f802b5a3621,115,お願いします。
i_ed5a3563fd02,115,もう病院に行きましたか。
i_c2aa08f1d0bc,115,いいえ，まだです。
i_9a83ce7de848,115,じゃあ病院に行ってから，ゆっくり休んでください。
i_532d370aa093,115,はい，ありがとうございます。
i_0f900af97fe9,115,風邪ですね。温かい物を食べて，十分睡眠をとってください。それから今晩お風呂に入ってはいけませんよ。
i_6ad8ded61a52,115,分かりました。
i_f122fbc359f2,115,では，薬を出します。薬局に行ってもらってください。
i_4b4465bc3b9c,115,ありがとうございました。
i_9a51ede1d8ea,115,お大事に。
i_97768c433aae,116,ホテルの部屋は広くて明るいです。
i_479903a9b7d2,116,このコンピューターの操作は簡単で便利です。
i_117f0911c7e3,116,森さんは車を持っています。
i_856fa51e6eb9,116,三か月パソコンを練習しましたが，まだ余りできません。
i_ec4f55577597,116,森さんはどんな人ですか。
i_34ced81842a8,116,背が高くて脚が長くて，ハンサムな人です。
i_3129b52ca691,116,日本はどうですか。
i_82589fca773e,116,町が綺麗で安全ですが，物が高いですね。
i_7743a52190c4,116,スミスさんは会社員ですか。
i_4a8cab09004a,116,ええ。旅行会社の社員で営業部の部長です。
i_83f5e9088dc3,116,長島さんはどこに住んでいますか。
i_9109150c5d87,116,家族と一緒に渋谷に住んでいます。
i_af430e875c25,116,大きくて綺麗な建物ですね。
i_3bc5d6135030,116,ええ。日本の有名な建築家の設計で，最新の展示場です。
i_d0c78c5e01b4,116,デザインがユニークで，形が面白いですね。
i_bc29a80dc366,116,警備の人が色々な所にいますね。
i_0952fca86b74,116,ここは駅から近くて，入場料も安いです。たくさんの人が来ますから，警備が厳重です。あっ，李さん，IDカードはありますか。
i_b92206251293,116,安心してください。ちゃんと持っています。ほら。
i_4dfb79d1e542,116,入り口は狭いですが，中はとても広いですね。
i_77cbc0421f8f,116,ええ。天井が高くて，窓が多くて，とても明るいです。
i_b9328605980b,116,クリスマスツリーの横に赤くて大きい看板がありますね。あれは何ですか。
i_c8fb6ab06883,116,ああ，あれは航空会社の広告ですよ。ずいぶん派手ですね。
i_a22f3505403e,116,派手ですが，わたしは嫌いじゃありませんよ。
i_a0c0d1b99ef9,117,わたしは新しい洋服が欲しいです。
i_51dc73db3322,117,わたしは映画を見たいです。
i_af4fa484b4e8,117,一緒にお茶を飲みませんか。
i_ae861cfad665,117,ちょっと休みましょう。
i_535fcd1d7d13,117,今何がいちばん欲しいですか。
i_8cb2c91286ab,117,安い車が欲しいです。
i_8d54b475d69c,117,今日デパートへ買い物に行きます。李さんも一緒にどうですか。
i_f3e79a2c2ae6,117,はい，ぜひいきたいです。
i_1d2dbac66d1c,117,李さん，何を食べたいですか。
i_664b8670c469,117,何でもいいです。
i_28f02d7a05e2,117,土曜日の午後，コンサートへ行きませんか。
i_cae063ffe285,117,いいですね。行きましょう。
i_f9f6930a855d,117,小野さんは何をお願いしましたか。
i_f9f855be5f11,117,健康と恋愛です。
i_bb2539612b98,117,恋愛ですか？
i_0d0181a4dbf8,117,ええ。今年中に結婚したいです。
i_7c74a669f6d7,117,相手はいますか。
i_0e495ce5179b,117,いいえ。まず恋人が欲しいですね。
i_634d0ff6e08e,117,どんな男性がいいですか。
i_49185aa1800b,117,真面目で優しい人がいいですね。
i_e13036e62172,117,じゃあ，森さんはどうですか。
i_f462a2d35637,117,ええ？
i_62e7da48ed4a,117,ちょっと寒いですね。温かい物を食べませんか。
i_346a6cb0e9f4,117,そうですね。
i_86ad3a6a0371,117,何がいいですか。
i_1150631aeceb,117,何でもいいですよ。
i_a9b83fae9624,117,じゃあ，お汁粉はどうですか。いい店を知っています。そこに行きましょう。
i_ddc8a31a06b2,117,お汁粉？ぜひ食べたいです。
i_8b8b94b1848f,118,携帯電話はとても小さく成りました。
i_9e75c122f544,118,テレビの音を大きくします。
i_1c992a962f54,118,息子は医者に成りました。
i_423335de0424,118,部屋を綺麗にしてください。
i_f005122a6975,118,風はどうですか。
i_5710d1c4fc80,118,ゆうべ薬を飲みましたが，まだよく成りません。
i_a93f7ba5508e,118,旅行の荷物は軽いほうがいいですよ。
i_59ebb711458d,118,はい。できるだけ軽くします。
i_2960d1f91130,118,お嬢さんはおいくつですか。
i_9884c40ff02e,118,今年七歳に成りました。
i_9dea14d11825,118,あのう，ちょっとうるさいですよ。
i_10733d5eea6b,118,あっ，すみません。静かにします。
i_11f1769d5cc9,118,小野さん，今日はたくさん買いますか。
i_5cb2be7b00c4,118,ええ。お正月は洋服が安く成りますから，纏めて買います。
i_9a4b66a85b65,118,どのぐらい安く成りますか。
i_07c426522f82,118,だいたい定価の三割引か半額に成ります。
i_ee2747bf5f20,118,半額ですか？わたしも新しい洋服が欲しく成りました。
i_e7e40a9679b1,118,赤と青と，どちらがいいですか。
i_b4dd3c9c75ac,118,赤いほうがいいですね。よく似合いますよ。
i_75bf5d54a52b,118,そうですか。じゃあ，これにします。
i_bffdd91581e6,118,間もなくタイムサービスの時間です。更に安くしますよ。
i_e7e9a3dba301,118,もうすぐ六時に成りますから，タイムサービスが始まります。
i_e0e4cfc7498c,118,タイムサービス？
i_eebd772c4cc6,118,ええ，今から七時までもっと安く成ります。さあ，行きましょう。
i_045ee1da7d2b,119,部屋のかぎを忘れないでください。
i_41287010dee8,119,李さんは今日早く帰らなければなりません。
i_4a06d86bde53,119,明日は残業しなくてもいいですよ。
i_615eb5bbd245,119,あの人が吉田課長ですよ。
i_acd6925e1b9c,119,その品物に触らないでください。
i_ec847bdbce60,119,あっ，すみません。
i_99a95c491109,119,李さん，一緒に食事に行きませんか。
i_e2eb4c0ec2fc,119,すみません。今日は早く帰って，レポートを書かなければなりません。
i_a9614892cd4a,119,先生，もう薬を飲まなくてもいいですか。
i_375d50448354,119,はい，いいですよ。
i_7fa5bc1d9332,119,吉田課長はいますか
i_a3595ea2055a,119,わたしが吉田ですが…
i_277b10c12581,119,小野さん，初めてですから，ちょっと怖いです。
i_2de70025b7fc,119,心配しなくてもいいですよ。ここは初心者コースですから。
i_fa24654d8628,119,森さん，小野さん，待ってください。先に行かないでください。
i_6591d36cc5e9,119,急がなくてもいいですよ。わたしたちもゆっくり滑りますから。
i_7c18085b18a2,119,李さん，スキーはどうですか。
i_e5254945459f,119,何度も転びましたが，とても面白いです。
i_067d7f39e7c6,119,そうですか。だいぶ上手になりましたよ。
i_e854e6e20701,119,本当ですか。でも，もっと上手になりたいです。
i_7663310017a4,119,じゃあ，もっと練習しなければなりませんね。もう一度滑りますか。
i_952fd6a7b0f7,119,はい。今度は先に滑ってもいいですか。
i_9362651adf33,119,いいですよ。でも，上級者のコースには入らないでください。
i_8968546f7755,119,大丈夫です。心配しないてください。
i_b4451f6b37c5,120,スミスさんはピアノを弾くことができます。
